# spells_ru.tsv — названия заклинаний и умений, привязанные к внутреннему ID.
# Колонки: id | внутреннее имя (для чтения человеком) | русское название.
# Устроен так же, как items_ru.tsv, и по той же причине: привязка к id
# переживает обновление игры, а правило по русскому тексту умирает молча,
# стоит разработчику переписать свой перевод.
#
# Файл обязан лежать рядом с DLL, как translations.txt и items_ru.tsv.
# Пересоздаётся из review/spell_dump.tsv, см. docs/JOURNAL.md.
479	Skill_Tamer_TameAnimal	Приручение Зверя
480	Spell_Tamer_TrapNet	Сеть-Ловушка
481	UseItem_DrinkPotion_DisguisePotion	Выпить зелье маскировки
483	Skill_Tamer_Evade	Команда: Уклонение
484	Skill_Tamer_MoveOut	Команда: Вперёд
485	Skill_Tamer_Protect	Команда: Защита
478	Skill_Tamer_BearTrap	Ловушка на медведя
482	Spell_Tamer_AnimalCompanion	Призвать животное-спутника
486	Spell_Fire_MantraOfTheNineLuminaries	Мантра Девяти Светил
487	Spell_Fire_MantraOfWildfire	Мантра Всепоглощающего Пламени
488	Spell_Fire_MantraOfTheDevouringSun	Мантра Пожирающего Солнца
489	Spell_Fire_MantraOfMeteor	Мантра Метеора
490	Spell_Fire_SigilOfMysticFire	Сигил Мистического Огня
491	Spell_Fire_MantraOfFireWard	Мантра Огненного Оберега
492	Spell_Equipment_GoldenTouch	Золотое прикосновение
493	Spell_MonsterAbility_ZaydCryOfHorror	Крик Страха
494	Skill_Gladiator_Dash attack	Атака с рывком
495	Skill_Weapon_Shield_Smash ground	Удар по земле
496	Skill_Common_Jump	Прыжок
497	Spell_MonsterAbility_DragonFireBall	Огненный шар
498	Spell_MonsterAbility_TigerScratch	Царапать
